Age,AnnualIncome,CreditScore,AccountTenure,MonthlyTxnCount,AvgTxnValue,MissedPayments,SupportCalls,OnlineUsageHours,HighRisk
37,2001220,328,1,203,2234,10,5,172,1
42,528784,501,15,94,47366,11,5,162,1
58,2291862,536,12,148,41302,2,7,140,0
55,1163208,898,13,299,3966,2,5,188,0
65,1422017,638,8,113,46150,1,10,187,0
36,1907582,698,9,208,34195,5,10,22,0
28,1335583,738,1,48,37612,6,0,44,0
67,942003,588,5,12,48001,4,0,226,0
37,2344880,551,7,157,29092,6,9,192,0
37,709958,399,18,21,23096,11,11,155,1
46,1115357,884,22,241,23948,2,1,188,0
33,1257721,721,8,60,13441,14,0,39,1
37,1861442,317,24,48,42906,10,2,49,0
58,218226,770,10,245,3199,4,2,119,0
37,2845559,306,8,43,16751,12,3,39,1
68,1312136,718,12,134,46500,2,5,195,0
34,2354505,679,16,102,33607,3,9,97,0
65,2294652,807,12,285,52073,5,6,99,0
26,585145,413,22,84,38248,11,8,74,1
55,795929,810,22,292,16133,13,7,106,1
66,251712,895,3,238,6900,3,5,81,0
34,645405,768,18,173,29022,12,8,21,1
67,1175288,392,5,83,19447,3,3,145,0
28,530429,791,14,75,36607,6,10,212,0
35,315278,401,20,267,47501,5,5,87,0
47,709272,792,21,204,20883,11,6,27,1
33,2462353,835,16,215,10072,11,1,245,0
69,934391,784,22,22,5442,12,11,113,1
51,2753922,778,6,277,2855,0,0,74,0
55,1512784,466,16,214,12630,7,9,222,0
26,819902,439,20,121,58445,0,7,147,0
25,2414791,393,14,108,43131,11,7,46,1
42,1581872,480,20,81,19663,8,10,38,1
69,928871,875,24,15,22801,3,6,183,0
43,2308112,303,5,55,45225,6,8,113,0
45,2783896,688,14,11,52190,4,8,225,0
54,521064,571,11,41,9330,11,11,131,1
46,608540,431,21,265,19569,9,2,53,0
67,2885400,883,9,66,4575,2,0,173,0
25,322994,892,20,204,21686,12,8,27,1
46,1543348,811,7,94,15033,7,0,88,0
40,1107701,351,5,83,18258,13,11,169,1
26,930456,589,15,59,24059,9,0,239,0
26,2082460,745,13,225,38618,1,11,244,0
38,2991747,536,12,96,18610,14,4,118,1
24,1597581,790,24,78,15952,10,1,29,0
37,227949,579,15,60,42116,9,1,43,0
34,1451260,343,24,236,14851,2,4,82,0
34,2632833,658,19,183,24676,11,6,178,1
33,578147,867,24,65,8480,4,5,107,0
27,1461641,825,19,121,38583,4,4,172,0
64,2030662,761,10,82,40317,4,2,194,0
35,1224483,400,17,240,39875,6,8,129,0
39,1654095,760,16,37,19846,7,7,36,0
63,774989,567,5,59,57754,7,10,243,0
67,1036943,661,4,247,5413,10,2,27,0
64,2377816,707,24,278,52527,2,6,158,0
55,2708648,336,22,78,50231,7,2,155,0
37,297180,767,10,25,48754,9,10,164,1
55,827838,558,21,205,41619,12,5,232,1
39,1326528,808,6,158,4072,1,2,165,0
40,266046,608,11,258,26565,3,7,106,0
56,2404070,572,11,211,19779,1,2,152,0
55,2070208,409,16,153,29004,4,4,182,0
52,1578162,559,14,187,11237,2,2,56,0
68,1703463,567,19,265,33731,9,7,128,0
64,2912510,331,22,48,27465,9,9,45,1
60,1034754,476,4,148,58351,10,8,28,1
44,1199488,403,5,248,22667,2,5,108,0
37,2837023,535,22,9,59151,4,9,233,0
27,1593440,392,19,66,6794,3,3,54,0
63,648431,500,17,30,50673,5,9,112,0
21,1928789,896,18,188,44082,4,3,66,0
55,599325,334,8,40,36201,9,4,85,0
52,1487861,416,4,34,36210,12,11,128,1
56,2619053,757,23,73,13483,4,10,166,0
33,1511958,770,18,236,6856,2,2,235,0
26,2942710,698,11,180,49645,3,10,25,0
34,1105643,896,14,282,23612,13,3,159,1
57,215064,416,13,37,53045,11,11,81,1
68,1410763,661,24,73,14745,12,3,64,1
35,1292834,503,16,259,27919,2,0,149,0
67,859830,445,12,54,50317,2,0,235,0
24,1139507,743,9,27,39599,14,8,153,1
60,2193651,596,7,258,36911,9,2,64,0
36,1011100,880,10,168,34035,8,4,56,0
48,1587979,786,17,277,46542,9,1,82,0
36,836480,530,18,185,9075,5,0,36,0
24,1607296,502,7,254,45580,14,6,120,1
65,2926921,661,3,241,49164,9,9,108,1
46,1411694,694,15,236,1837,1,8,148,0
48,1450625,547,16,126,59929,0,3,220,0
52,670471,739,21,246,21281,2,3,104,0
65,2302549,695,17,138,29118,2,2,152,0
22,1086357,655,13,75,37327,3,2,190,0
51,2904921,700,3,283,42852,3,1,130,0
23,2450457,540,20,223,2647,12,2,100,1
28,1571028,640,20,189,1911,13,4,42,1
44,656435,528,23,221,44166,4,7,208,0
35,2822570,842,5,285,23473,12,7,224,1
63,738359,838,9,285,43275,3,4,109,0
51,2669536,828,23,129,31689,11,10,31,1
29,726406,566,18,183,37418,1,0,74,0
59,2902711,428,11,39,40931,10,9,67,1
65,2316310,519,11,74,31116,11,1,36,1
22,2385266,381,16,182,44091,0,7,125,0
28,908481,860,8,53,7398,9,9,212,1
27,2818510,852,2,72,51826,6,8,149,0
64,744162,319,23,11,37319,8,10,197,1
59,439139,626,21,98,3892,8,6,222,0
62,1069875,336,10,85,49393,10,8,81,1
36,1888539,681,6,254,32311,0,11,214,0
55,322603,338,4,42,3967,8,8,238,0
50,2188867,408,21,49,29324,13,10,42,1
30,1182207,728,5,141,42632,0,5,123,0
58,1663497,363,23,233,40838,0,5,203,0
38,2146808,474,11,187,8917,1,6,146,0
25,697821,331,12,208,46393,9,0,214,0
49,1641525,830,16,115,11431,10,10,35,1
59,1087024,405,20,72,34601,14,8,182,1
54,978873,781,21,42,50070,10,0,64,0
63,666548,505,14,202,46070,5,7,120,0
65,2632095,546,14,96,21268,8,9,189,1
43,524329,388,20,268,22522,4,1,146,0
25,2600834,615,20,247,38236,8,9,216,0
50,2055351,310,15,120,11406,8,10,144,1
26,2796057,348,8,99,52468,13,6,244,1
66,320026,872,5,217,49819,7,4,66,0
64,2531409,470,9,250,54661,10,7,194,1
24,1301682,442,21,177,26774,11,10,128,1
49,1329803,506,16,289,48964,6,9,174,0
43,646295,762,24,83,42778,2,6,82,0
26,2977540,808,3,284,3582,9,7,87,0
52,886426,500,12,153,35672,2,1,167,0
62,2941039,304,7,283,15648,13,9,60,1
38,954077,510,17,230,27070,3,10,56,0
35,1294526,328,15,122,51830,8,8,121,0
60,2575521,489,15,77,47808,11,11,93,1
52,693466,487,12,10,32679,13,5,248,1
29,1204627,449,21,26,23343,13,10,191,1
57,279711,824,2,183,37967,2,5,160,0
30,2438275,665,8,200,3885,12,5,216,1
40,2499652,456,22,113,39897,7,0,195,0
26,2562745,379,5,189,49762,7,6,65,0
68,1158599,572,3,59,38677,5,1,40,0
23,2921685,817,1,233,25322,1,1,77,0
62,1930077,531,16,23,13199,5,4,226,0
31,433597,459,10,220,11312,3,5,199,0
63,2845348,643,10,52,46005,13,0,124,1
37,566991,588,11,164,15724,14,11,220,1
52,2200969,504,12,277,39009,6,0,69,0
24,2314564,604,8,100,10677,10,0,174,0
24,1620750,659,5,34,51096,0,6,43,0
37,2059665,699,9,125,32643,2,11,10,0
61,467800,748,11,194,10171,13,0,50,1
39,1388615,405,15,156,11483,13,8,232,1
25,2775326,381,23,259,4720,7,2,113,0
52,1657556,641,17,195,55486,0,11,181,0
42,1867349,720,11,146,33026,12,9,44,1
26,2144391,348,13,250,19191,9,1,164,0
55,350595,505,17,38,50186,11,5,158,1
42,772735,517,23,191,14523,2,1,209,0
21,2346909,735,7,90,41539,2,4,91,0
40,984402,621,9,165,21251,11,4,32,1
42,1499071,530,18,122,55627,7,8,50,0
68,1997462,786,23,115,36904,13,11,237,1
31,1639485,728,18,62,46997,0,3,230,0
33,1461492,583,10,22,25477,9,7,217,0
62,1188892,785,12,144,20008,4,6,187,0
23,578976,575,18,198,45827,6,6,211,0
29,1411443,732,21,134,1395,3,0,218,0
32,2607761,484,9,216,39639,14,5,31,1
43,2751477,515,9,288,6577,9,5,49,0
34,2387179,396,10,124,37031,2,9,139,0
53,2347680,418,1,46,29542,9,7,51,1
38,248242,664,11,7,20780,5,5,167,0
69,659099,702,14,233,52411,4,7,181,0
61,2823223,696,23,233,51891,1,5,240,0
29,2325542,757,10,145,58823,5,7,240,0
43,1912353,617,14,61,19978,10,4,246,0
30,1320678,681,19,220,43035,12,8,92,1
39,2879628,441,10,135,18243,12,11,19,1
67,2570168,756,17,118,16089,12,3,93,1
25,1867095,800,2,195,2053,2,5,200,0
67,1640580,622,22,247,19419,8,10,161,1
43,903446,567,14,298,25062,2,1,143,0
50,1839634,786,18,32,15569,8,2,132,0
45,431360,459,2,30,59031,5,3,54,0
48,2159166,313,20,88,53719,7,2,134,0
54,1069946,454,19,206,14234,8,11,155,1
65,2389815,400,24,65,18267,14,6,153,1
68,2970591,871,8,189,44700,7,8,112,0
67,310091,342,6,250,8180,10,5,113,1
45,773681,492,20,5,48452,13,2,49,1
30,1318346,610,7,247,35663,1,8,153,0
34,2061728,764,13,36,54513,2,0,113,0
62,1224146,462,2,239,46778,7,4,88,0
66,999800,650,22,21,36551,4,10,137,0
50,385385,533,7,93,46731,9,10,113,1
61,248838,702,1,56,51560,3,9,207,0
45,2830174,650,6,168,27700,5,9,234,0
34,2928627,466,16,36,11269,11,4,249,1
55,299329,447,8,202,36429,11,1,150,1
68,2817298,327,13,205,26113,12,4,205,1
54,1055327,558,23,111,16902,14,0,233,1
30,958921,897,18,32,22085,5,0,59,0
55,520217,741,14,291,55532,13,10,166,1
31,1976861,826,18,123,25696,6,3,195,0
31,444042,510,4,35,40954,4,5,144,0
41,1984424,842,15,158,6451,0,10,234,0
41,425683,744,5,264,5882,13,1,14,1
42,1464123,752,21,111,45391,14,4,177,1
65,1492179,703,14,255,26589,12,10,13,1
27,1954238,365,16,111,19268,14,9,16,1
37,1446919,704,15,121,35601,7,4,217,0
22,1535035,874,11,249,37617,13,2,46,1
32,1528142,734,2,83,52296,0,3,122,0
62,2991649,527,23,233,40636,3,10,84,0
38,2369815,775,24,27,30487,2,1,196,0
31,301216,767,18,201,49511,2,6,59,0
36,1505068,400,4,192,26377,5,2,78,0
69,1719934,722,15,221,16449,7,5,166,0
38,494887,655,12,251,44741,4,8,192,0
55,1741338,438,3,158,25713,5,6,128,0
46,1657428,868,4,199,34531,11,3,98,1
36,734396,430,21,120,1418,5,1,204,0
26,1453282,848,16,200,5415,11,11,233,1
64,2578179,767,6,59,17564,0,6,39,0
63,2865840,779,2,179,13624,14,7,157,1
67,1425647,410,22,148,16881,14,2,231,1
67,2869391,452,9,221,13734,6,10,76,0
68,1661721,541,12,261,972,0,6,70,0
62,2118141,578,12,131,26868,11,0,53,0
32,866483,662,24,177,31691,13,10,65,1
33,2249871,707,14,98,8532,14,7,88,1
24,524078,474,17,223,57581,6,6,197,0
59,2113894,434,9,56,11435,12,5,178,1
22,230881,805,12,23,37592,12,10,87,1
46,1501765,593,10,241,6458,7,2,49,0
47,417815,794,11,175,44939,3,3,59,0
47,2608247,718,2,279,53122,7,7,147,0
35,2568048,505,16,299,57022,5,0,26,0
28,841627,617,1,164,59551,5,1,24,0
27,905051,372,22,244,28740,10,0,102,1
67,2383827,558,1,69,21028,10,3,190,0
66,1197807,657,22,221,5322,8,5,235,0
60,484487,447,2,51,6308,5,4,236,0
32,424320,524,12,78,52663,11,5,210,1
33,743961,404,23,168,43625,10,1,60,0
63,1434346,855,23,202,29781,4,4,218,0
37,1799384,655,20,152,50749,9,0,130,0
37,2800009,837,18,90,12824,9,5,75,0
56,969483,560,12,13,12093,5,3,35,0
41,2050792,870,23,257,59293,11,11,47,1
28,1628166,872,1,236,45742,7,9,244,1
25,238079,369,11,251,8051,8,8,134,0
46,2448715,746,2,5,11730,9,11,101,1
36,2410030,746,12,271,25853,12,2,39,1
56,248720,556,2,109,16606,12,2,244,1
48,1787582,830,17,238,15705,12,8,64,1
49,691567,418,6,261,59176,9,3,146,0
67,2659964,365,16,85,34717,10,6,229,1
32,2979344,544,19,127,44923,7,9,25,0
57,606080,356,6,176,22334,7,1,33,0
50,812666,343,7,277,52551,6,0,223,0
43,1241137,823,19,251,5003,12,9,29,1
36,2305329,723,20,198,46574,0,0,71,0
34,2998627,835,17,116,30502,3,5,61,0
30,1633038,694,6,27,53818,3,3,135,0
27,2010171,749,15,206,22447,11,1,87,0
65,1698002,556,22,110,10888,2,6,61,0
57,2742322,660,9,98,18344,3,7,52,0
49,1884009,679,2,29,38649,11,6,105,1
23,2177924,742,5,149,30847,1,9,147,0
35,1786282,833,21,23,42840,2,8,75,0
56,1414502,773,23,214,11648,2,0,80,0
67,2909515,456,5,86,59172,9,9,202,1
66,1161454,388,12,50,40978,0,5,110,0
39,2624523,501,10,39,55950,6,7,24,0
33,606051,761,4,206,42599,3,8,84,0
62,1756542,780,12,27,40360,7,10,93,1
41,1736843,856,15,269,13508,8,7,59,0
57,1087889,753,10,191,49254,1,5,50,0
47,2516082,769,18,194,52774,1,7,69,0
49,1652015,679,24,244,34363,1,7,42,0
40,2831713,700,5,131,10355,7,0,61,0
45,879520,378,13,295,54683,1,7,175,0
26,667601,850,4,115,11565,5,6,221,0
56,2159548,685,9,47,12930,4,7,131,0
22,2805756,642,18,138,26266,9,7,201,1
42,1732984,744,3,17,20025,8,11,147,1
52,807748,351,24,15,38355,1,9,105,0
36,448792,550,11,106,5617,0,10,109,0
38,2925911,628,4,201,45051,1,9,187,0
25,828956,793,9,59,59030,9,5,200,0
56,2102527,649,12,187,43058,4,8,68,0
50,1601146,758,10,23,53010,14,2,149,1
65,1263205,797,10,266,16589,7,9,67,0
39,1035488,424,9,13,39325,7,0,226,0
43,338966,503,10,152,22347,1,8,18,0
54,1818557,320,9,29,16742,11,9,186,1
33,1955402,889,1,76,28400,12,9,198,1
63,2059351,862,22,61,9397,4,1,90,0
49,2864535,661,16,26,20764,11,2,215,0
56,1410822,660,14,40,29428,14,10,225,1
42,1168305,415,13,183,52541,13,3,114,1
67,2419540,354,6,72,42989,14,7,60,1
56,2500660,591,14,5,57573,12,10,182,1
29,825070,350,8,52,8138,1,8,76,0
59,2729195,553,23,156,7956,11,2,123,1
39,2929703,791,23,201,13407,6,1,114,0
58,1015805,872,18,62,15384,9,1,89,0
26,1538245,524,20,52,2348,7,10,27,1
67,2687012,768,1,238,36844,4,8,240,0
35,2238731,402,12,192,10238,10,11,198,1
40,853689,347,11,118,30279,11,7,187,1
29,1345219,641,13,94,53453,0,1,151,0
52,885846,532,23,173,6369,12,7,147,1
24,1720396,881,4,181,11298,6,3,211,0
38,2446864,858,6,196,12725,14,5,143,1
25,559838,527,22,137,844,2,4,12,0
40,392527,821,13,176,19310,12,4,122,1
43,1179929,891,24,22,37495,1,9,95,0
31,2353691,312,22,255,34502,13,9,139,1
57,412736,798,13,116,38080,5,6,240,0
42,618158,744,6,44,43078,1,7,85,0
24,1316939,639,22,106,37440,13,4,130,1
49,2486820,623,4,178,47530,9,3,138,0
64,2902966,895,21,200,9855,7,1,189,0
54,678739,897,3,76,44659,2,4,110,0
33,442723,456,15,186,48693,1,7,150,0
62,2228366,874,11,245,21912,7,0,41,0
29,810725,730,2,293,9445,12,5,162,1
62,857003,854,23,117,32906,12,1,175,1
51,2150908,706,17,167,34858,5,1,142,0
27,1010161,457,23,43,12854,12,7,110,1
24,1008250,484,2,239,54219,3,5,155,0
39,1314131,790,21,75,45706,4,5,147,0
62,2018685,835,1,223,12791,9,5,190,1
50,471601,656,5,9,3589,14,8,220,1
51,390701,661,20,245,11263,6,2,171,0
55,1651612,523,17,169,21235,11,1,39,1
41,1674542,503,1,5,49136,11,4,169,1
51,2399172,307,7,188,44566,3,5,148,0
39,2531770,771,3,12,13377,11,8,95,1
51,2123413,471,16,112,59730,13,8,167,1
52,1102562,395,16,189,28979,10,1,10,0
22,365493,605,12,288,44368,6,8,15,0
30,2103046,557,9,158,54106,5,8,87,0
22,413273,773,14,38,55847,4,5,193,0
22,487744,599,12,26,48132,2,0,204,0
44,2507846,764,16,152,40134,13,10,67,1
37,2559203,627,17,155,6358,0,7,240,0
52,2023384,409,12,71,37396,7,7,216,0
36,1261725,428,4,82,26427,10,7,104,1
36,2458618,436,17,236,50087,13,7,133,1
66,1665116,838,1,43,56792,6,9,156,0
59,1200209,463,21,169,20374,14,4,198,1
51,312168,648,17,103,29063,5,1,71,0
63,834101,762,11,133,21828,3,8,223,0
44,2554112,803,19,23,52512,4,11,80,0
21,858554,450,23,275,7223,13,10,228,1
31,1543118,545,18,5,1573,4,5,172,0
41,2776063,409,20,291,9361,1,2,180,0
24,2012878,884,2,184,54969,5,0,14,0
27,2489358,574,9,260,30965,10,11,137,1
46,461041,366,9,178,9154,4,4,55,0
67,1450534,349,12,54,33644,0,3,44,0
32,2658133,814,13,24,35861,8,3,109,0
51,301967,525,16,109,17319,6,8,110,0
37,593345,877,13,194,26096,13,5,133,1
53,1570403,805,23,243,25799,10,7,224,1
31,2545871,454,14,47,55043,13,8,173,1
48,2738871,779,7,9,36207,13,0,13,1
52,358621,410,2,252,32158,1,6,198,0
21,907609,782,12,70,41011,5,6,11,0
67,995265,573,24,255,33252,13,8,110,1
48,2802807,454,17,132,43662,14,0,172,1
62,430099,466,24,189,8682,0,1,55,0
27,2294269,318,5,192,14132,1,5,13,0
22,1118241,644,20,187,29440,14,3,137,1
62,2129973,868,10,75,53275,14,4,197,1
44,2822739,593,18,70,35475,6,4,57,0
24,1497816,761,3,254,47926,2,9,129,0
64,1576595,637,13,159,38763,6,0,13,0
39,2985432,751,13,83,21099,5,0,207,0
46,648052,643,10,23,56143,4,6,60,0
31,373453,384,2,273,51745,9,2,26,1
60,576430,688,16,49,48973,13,4,13,1
63,1202475,526,4,266,35784,8,7,95,0
31,1085162,585,19,226,44913,9,4,194,0
65,518442,583,5,133,35937,4,9,222,0
23,2190589,408,7,110,22374,13,8,213,1
32,1893899,434,9,255,47038,4,3,144,0
23,1421743,590,5,125,38367,7,6,185,0
62,2741892,807,8,234,29102,6,7,101,0
47,2813182,328,2,285,34412,0,6,247,0
69,1620545,693,22,231,3508,9,3,86,0
22,2288463,326,24,279,50964,1,7,244,0
69,461046,766,20,142,44019,3,9,244,0
36,1184413,312,20,177,36897,8,10,170,1
22,1770798,853,7,275,24389,6,9,241,0
50,2107626,744,4,219,23408,1,9,86,0
40,2322684,523,21,232,14317,10,3,205,0
58,2405349,762,15,111,29737,11,9,137,1
48,1379436,320,18,163,16693,7,11,193,1
45,260285,686,2,140,57207,0,7,34,0
52,471639,625,14,255,48169,7,7,93,0
30,446130,766,10,34,8549,4,3,111,0
62,1518557,821,5,102,9719,0,4,172,0
60,2184760,524,12,101,12778,2,4,82,0
53,714938,774,10,261,35204,10,4,103,0
33,458750,757,18,276,5347,12,2,176,1
61,2589642,512,6,15,34883,12,1,32,1
62,308621,780,22,172,37564,12,0,148,1
67,1534132,479,12,215,22989,6,10,88,1
57,681615,837,24,176,58042,11,2,248,0
36,318833,826,1,124,19004,6,8,126,0
65,1672596,321,7,189,58794,7,6,31,0
42,2362358,644,12,43,52387,10,1,90,0
40,2308086,876,7,261,26835,12,10,184,1
63,2590019,320,9,283,26532,10,7,21,1
47,1974702,707,20,234,50058,3,10,172,0
61,2998925,786,15,119,42254,5,7,43,0
36,681891,827,23,95,27916,14,6,138,1
54,2538782,715,12,65,34384,11,11,169,1
52,2183468,571,13,107,6283,6,10,141,0
46,1809387,504,22,219,50755,7,5,161,0
45,583094,597,4,106,56003,13,1,208,1
22,1175197,852,10,147,37455,2,3,85,0
32,366804,407,24,94,19463,4,0,159,0
60,1924957,451,3,122,46632,7,6,172,0
29,2521462,312,24,143,19014,5,10,222,0
32,2267139,378,5,244,15933,0,1,166,0
46,2554628,853,4,140,11183,1,5,122,0
29,481260,468,19,9,54518,2,8,154,0
30,1741789,548,15,213,20826,13,4,165,1
52,276620,420,23,91,21163,11,4,243,1
54,621972,686,7,281,15413,14,3,56,1
68,282604,738,22,125,3212,6,0,178,0
40,2915892,571,3,249,50016,12,3,26,1
59,2058558,599,16,94,41655,13,8,13,1
22,1696398,772,15,144,48642,9,8,50,0
21,1843091,457,18,116,12997,2,6,143,0
56,2582508,526,3,244,45690,8,3,216,0
44,2599414,720,14,276,38771,8,8,181,0
47,2063610,323,1,147,32718,11,4,161,1
22,1790404,837,7,211,13381,11,11,63,1
51,2464053,869,2,123,53306,11,11,209,1
34,2484533,839,10,88,5099,10,9,114,1
22,1795141,427,24,255,13264,7,1,100,0
49,652889,393,16,282,5916,8,8,136,0
35,1500772,720,12,167,46961,7,5,40,0
32,2183756,571,18,146,13231,8,4,18,0
57,636060,783,6,35,27807,3,10,219,0
48,996184,304,17,95,2485,3,9,62,0
40,1461196,456,8,132,32453,14,11,133,1
59,1716503,351,21,271,13177,4,7,11,0
44,633886,542,9,40,59954,6,1,223,0
41,886838,719,19,284,14750,8,4,157,0
30,619655,724,2,217,31174,3,9,129,0
66,1671602,379,7,237,3067,6,7,115,0
34,2053310,653,11,232,4840,11,3,13,1
57,1576956,592,23,241,55960,11,9,239,1
38,2361619,415,13,25,8653,5,9,181,0
44,1162217,828,10,100,54031,12,10,71,1
34,1691338,779,15,55,12584,8,8,22,0
54,980196,587,21,66,18795,8,6,122,0
32,2199370,776,7,157,17594,8,11,157,1
42,538781,324,6,228,53742,4,6,189,0
26,491922,730,12,146,54895,2,8,143,0
56,1407073,577,3,45,34858,12,2,152,1
65,320918,616,16,170,30103,14,2,209,1
56,2125044,657,20,194,32433,5,9,73,0
42,655618,575,9,49,29826,1,6,103,0
34,2199133,643,10,212,50992,6,1,173,0
36,972793,730,13,100,32852,13,9,173,1
56,211957,858,8,279,50473,14,2,140,1
45,1171120,862,6,297,45840,12,5,100,1
52,2148302,738,3,239,34884,6,8,231,0
53,217829,761,12,211,28942,1,3,132,0
65,1516557,569,9,30,16068,14,4,230,1
56,1705933,730,9,211,45670,5,5,217,0
40,2443256,320,11,145,13751,3,2,49,0
38,2327367,442,6,91,34020,6,1,175,0
58,1698111,652,2,102,27007,7,3,221,0
23,1768327,764,7,27,56689,9,5,54,0
43,2951132,767,9,254,40202,12,3,199,1
52,898408,812,19,254,8485,10,11,217,1
65,974474,763,18,152,25406,0,7,222,0
36,406604,693,12,58,36311,4,8,219,0
25,2888154,357,21,43,57023,8,7,114,0
24,2594615,425,11,222,57675,13,6,129,1
41,843346,760,10,241,25742,1,1,104,0
60,478169,351,23,281,20270,3,9,75,0
34,2306932,568,3,229,56060,7,1,33,0
59,1009138,395,12,148,40724,11,9,15,1
51,898276,572,4,292,21561,4,4,135,0
34,2372655,622,10,215,9382,7,3,247,0
26,361928,872,2,158,15316,14,3,90,1
32,2138174,432,12,263,18587,9,3,99,0
36,893983,388,11,231,52729,9,6,248,0
37,872947,304,14,86,7287,0,2,238,0
65,2976245,656,15,92,46720,13,1,139,1
43,2778674,642,14,8,45837,6,4,35,0
34,2432199,503,12,177,2837,5,5,53,0
27,1982391,872,2,36,51904,1,7,238,0
66,2634434,770,23,238,47272,6,10,10,0
52,2997975,763,2,230,55330,2,2,139,0
35,373226,796,1,210,19835,3,3,234,0
64,1455324,362,20,106,43839,13,3,20,1
37,2808711,855,15,62,8315,10,3,167,0
61,1859570,538,22,273,48006,5,6,43,0
67,316905,839,10,154,26332,2,3,70,0
64,1277406,497,20,256,55485,0,6,100,0
54,2589905,329,1,48,8723,9,3,116,0
25,741689,508,1,34,16648,0,9,171,0
65,620945,362,1,16,25267,5,7,208,0
47,1089912,356,23,18,5002,3,4,112,0
43,900527,732,11,296,24908,6,1,240,0
60,425253,607,12,49,22586,8,8,11,0
34,2163894,874,15,204,16157,13,8,73,1
35,389243,765,14,28,35350,7,0,103,0
63,681312,406,23,255,4469,2,4,249,0
53,337719,899,1,123,38607,6,2,140,0
51,1516735,600,1,82,16570,0,9,136,0
55,2580802,345,6,246,22621,1,10,203,0
37,445221,376,24,207,55771,8,4,167,0
48,1272643,468,23,241,19263,9,3,110,0
39,2690115,428,22,298,56815,7,2,230,0
66,1758569,567,3,91,46631,14,6,172,1
43,454770,899,14,214,42313,6,4,131,0
52,753616,884,23,280,18940,10,0,239,0
60,1064144,718,6,101,39591,9,3,159,0
33,252832,460,8,6,23030,1,0,238,0
40,1291347,357,20,233,9993,14,2,91,1
55,297421,683,15,247,35095,13,10,71,1
25,2885978,809,17,262,21146,1,9,241,0
29,2234730,729,23,46,22277,6,9,118,0
49,1720770,639,9,217,34884,6,4,63,0
26,1594183,877,16,7,57961,5,5,235,0
45,1862296,325,1,20,11478,9,10,197,1
51,490299,888,16,283,52051,11,0,246,1
42,975817,671,19,106,15030,4,9,122,0
22,349360,335,23,81,23680,5,8,47,0
65,2515175,830,9,206,26372,11,8,39,1
25,2988597,566,17,59,33584,8,0,139,0
47,1243904,731,6,213,55173,3,6,29,0
45,2832691,318,14,85,15590,11,3,181,1
28,1350996,638,18,248,51371,9,1,217,0
21,1929510,439,21,239,42531,0,11,77,0
40,471767,366,14,118,58883,8,10,121,1
64,2514696,829,23,71,42953,7,10,214,0
43,1565435,668,7,44,37044,10,1,215,0
52,468267,560,10,225,18190,1,5,18,0
31,1513781,878,16,107,2561,3,5,245,0
59,1354969,881,7,299,42831,2,4,151,0
67,1088467,502,20,57,41826,2,2,20,0
44,1549815,709,6,56,45783,5,10,19,0
31,2487842,379,6,41,10343,6,6,231,0
49,1068329,412,7,71,44904,7,2,208,0
46,580149,436,22,166,46558,6,10,66,0
36,1759624,488,17,210,12581,14,6,15,1
55,2382293,576,8,56,1235,11,1,154,0
40,2788160,402,2,213,12304,14,7,22,1
66,2508970,406,19,6,12740,8,1,68,0
23,1469343,874,21,133,16860,1,1,56,0
21,896403,472,22,182,36744,9,3,133,0
67,367659,630,7,168,15393,3,9,129,0
21,2290717,490,12,26,3631,14,0,13,1
37,713993,524,20,231,50518,1,10,35,0
22,1187358,622,3,86,42119,12,6,41,1
49,710684,807,4,168,3623,14,1,193,1
40,801303,847,11,7,56969,10,5,204,0
26,1597928,433,12,176,26935,2,4,148,0
28,2158216,336,19,122,7299,12,4,127,1
49,2245481,392,19,148,22664,9,3,221,0
68,2846785,374,11,256,15007,0,4,195,0
53,1753603,482,13,270,35633,13,11,61,1
23,1596615,758,24,174,20616,7,10,166,0
55,929695,708,1,217,33756,4,8,139,0
25,1402701,506,6,285,29822,4,11,244,0
47,2249300,544,22,231,51631,7,11,205,1
64,2695383,632,16,266,47128,14,0,233,1
32,1476849,824,2,259,27807,14,1,58,1
40,2610412,593,14,12,51823,10,11,122,1
65,353023,572,24,45,32521,8,6,158,0
40,429351,678,23,261,46791,8,8,26,0
29,516575,325,18,135,42165,9,2,118,0
59,997163,843,17,56,16286,8,5,214,0
24,874104,390,20,106,54206,1,4,105,0
39,2673908,775,18,223,24584,6,8,140,0
58,2213491,487,19,248,8596,6,8,51,0
47,2825374,868,15,279,24804,3,11,185,0
65,1325521,494,2,74,55428,4,9,125,0
63,975842,833,4,51,7959,13,2,104,1
33,1116875,384,1,121,22145,5,9,168,0
33,2918386,891,8,82,5272,6,9,135,0
42,1869208,376,20,9,45458,12,1,138,1
48,339244,629,14,258,42871,1,9,101,0
67,1800222,682,11,111,3193,9,3,96,0
65,921673,732,24,248,25253,1,11,125,0
42,1378350,676,24,177,46664,14,11,78,1
63,2791090,640,14,40,40985,12,8,10,1
39,689922,476,16,177,59202,1,2,89,0
28,441830,725,10,184,13977,12,3,212,1
28,2436028,723,7,271,54283,13,1,45,1
62,1165098,473,16,259,12293,14,0,110,1
46,2506972,705,4,77,29008,4,4,89,0
68,811477,381,12,61,2195,5,3,196,0
46,529669,320,12,70,49466,14,9,70,1
43,2920688,697,2,136,3793,10,1,85,0
63,748892,629,6,264,18521,14,5,231,1
33,2188215,524,20,128,52557,5,4,245,0
